Customer_id,churn_flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,credit_limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,total_spend,transaction_count,Total_Ct_Chng_Q4_Q1,utilization_ratio,high_utilization,spend_drop_flag,inactive_flag,high_inactive_flag,spend_decline_flag,util_band,risk_score
712880283,0,31,M,0,Uneducated,Married,"$40K - $60K",Blue,22,3,3,0,4048.00,1113.00,2935.00,0.7170,1757.00,45,0.6070,0.2750,0,1,0,1,1,Low,2.0000
712881483,0,55,M,1,Post-Graduate,Married,"$80K - $120K",Blue,45,5,3,3,9959.00,1890.00,8069.00,1.0430,2041.00,45,0.8750,0.1900,0,0,0,1,0,"Very Low",1.0000
712884408,0,43,F,1,"High School",Single,Unknown,Blue,30,3,2,0,5700.00,1904.00,3796.00,0.6490,7939.00,95,0.6100,0.3340,0,1,0,0,1,Low,1.0000
712885533,0,50,M,4,Graduate,Married,"$80K - $120K",Blue,31,6,3,2,11882.00,1472.00,10410.00,0.4130,3291.00,62,0.7220,0.1240,0,1,0,1,1,"Very Low",2.0000
712886733,0,44,F,1,Graduate,Unknown,"Less than $40K",Blue,32,3,3,3,1780.00,1338.00,442.00,0.9660,4268.00,87,0.6730,0.7520,0,0,0,1,0,Medium,1.0000
712887633,0,39,M,1,Unknown,Single,"$80K - $120K",Blue,36,5,3,3,25008.00,876.00,24132.00,0.8590,1753.00,43,1.0480,0.0350,0,0,0,1,0,"Very Low",1.0000
712890408,0,45,M,2,Uneducated,Married,"$60K - $80K",Blue,36,5,3,2,2221.00,1343.00,878.00,0.8690,1338.00,30,1.3080,0.6050,0,0,0,1,0,Medium,1.0000
712891833,0,45,F,2,Graduate,Unknown,"Less than $40K",Blue,36,3,1,1,2723.00,1902.00,821.00,0.7230,3875.00,84,0.7500,0.6980,0,1,0,0,1,Medium,1.0000
712894308,0,47,M,4,"High School",Married,"$80K - $120K",Blue,37,5,3,3,2888.00,0.00,2888.00,0.7170,4345.00,75,0.7860,0.0000,0,1,0,1,1,NULL,2.0000
712895733,1,40,M,4,Uneducated,Single,"$80K - $120K",Blue,36,6,3,2,34516.00,572.00,33944.00,1.0500,8659.00,81,1.0770,0.0170,0,0,0,1,0,"Very Low",1.0000
712899333,0,47,F,4,College,Single,"Less than $40K",Blue,37,6,2,2,4256.00,1084.00,3172.00,0.6300,1100.00,29,0.3810,0.2550,0,1,0,0,1,Low,1.0000
712900308,1,44,F,2,College,Single,"Less than $40K",Blue,34,4,3,3,1751.00,0.00,1751.00,0.5060,2078.00,37,0.4230,0.0000,0,1,0,1,1,NULL,2.0000
712901283,1,53,F,2,Graduate,Single,"$40K - $60K",Blue,36,2,3,2,2121.00,0.00,2121.00,0.6180,1464.00,32,0.7780,0.0000,0,1,0,1,1,NULL,2.0000
712902483,0,35,M,3,"High School",Married,"$60K - $80K",Blue,24,3,2,2,2066.00,1699.00,367.00,0.6240,1895.00,43,0.5360,0.8220,1,1,0,0,1,High,1.0000
712905708,0,53,F,1,Graduate,Married,"Less than $40K",Blue,39,5,2,4,2590.00,1564.00,1026.00,0.3860,1188.00,40,0.6000,0.6040,0,1,0,0,1,Medium,1.0000
712912233,0,50,F,0,Post-Graduate,Divorced,"Less than $40K",Blue,36,3,4,1,3468.00,2221.00,1247.00,0.7830,14222.00,122,0.6270,0.6400,0,1,1,1,1,Medium,2.0000
712914783,0,43,M,5,Graduate,Single,"$40K - $60K",Blue,31,4,1,2,7564.00,0.00,7564.00,0.6100,4743.00,82,0.8220,0.0000,0,1,0,0,1,NULL,1.0000
712916958,1,55,F,2,Graduate,Married,Unknown,Blue,36,5,3,2,12494.00,0.00,12494.00,0.5760,7026.00,69,0.9170,0.0000,0,1,0,1,1,NULL,2.0000
712918083,0,44,F,1,Unknown,Single,"Less than $40K",Blue,33,1,3,1,2211.00,768.00,1443.00,0.7450,7527.00,88,0.6600,0.3470,0,1,0,1,1,Low,2.0000
712920633,0,49,F,2,Unknown,Married,"$40K - $60K",Blue,35,4,1,1,1438.30,0.00,1438.30,0.6180,4348.00,79,0.6460,0.0000,0,1,0,0,1,NULL,1.0000
712924383,1,55,M,3,Unknown,Single,"$60K - $80K",Blue,36,3,2,2,8411.00,979.00,7432.00,1.0290,990.00,22,0.3750,0.1160,0,0,0,0,0,"Very Low",0.0000
712925808,1,51,F,1,Unknown,Married,"$40K - $60K",Blue,36,2,3,2,2710.00,0.00,2710.00,0.9990,4724.00,60,0.3950,0.0000,0,0,0,1,0,NULL,1.0000
712927383,1,51,F,2,Uneducated,Single,"Less than $40K",Blue,36,3,3,3,1438.30,642.00,796.30,0.4050,1939.00,49,0.4000,0.4460,0,1,0,1,1,Low,2.0000
712931733,0,49,F,4,Graduate,Single,"Less than $40K",Blue,36,1,1,3,2636.00,1257.00,1379.00,0.6610,7136.00,82,0.6080,0.4770,0,1,0,0,1,Low,1.0000
712933083,0,37,M,1,Uneducated,Single,"$80K - $120K",Blue,36,6,1,2,3127.00,2378.00,749.00,0.8620,2292.00,49,0.4410,0.7600,0,0,0,0,0,Medium,0.0000
712934583,0,44,F,4,Uneducated,Married,"Less than $40K",Silver,36,6,3,0,11879.00,0.00,11879.00,0.7350,3490.00,62,0.9380,0.0000,0,1,0,1,1,NULL,2.0000
712936908,0,36,M,3,Unknown,Single,"$60K - $80K",Blue,36,3,1,1,11684.00,1786.00,9898.00,0.8060,2969.00,88,0.7960,0.1530,0,0,0,0,0,"Very Low",0.0000
712938258,0,45,M,2,Graduate,Single,"Less than $40K",Silver,32,2,1,3,12695.00,1613.00,11082.00,0.8520,8328.00,94,0.8430,0.1270,0,0,0,0,0,"Very Low",0.0000
712939533,0,43,M,5,Graduate,Married,"$60K - $80K",Blue,35,4,3,0,21585.00,986.00,20599.00,0.6310,3789.00,70,0.7500,0.0460,0,1,0,1,1,"Very Low",2.0000
712940508,0,39,M,3,Unknown,Single,"$40K - $60K",Blue,24,3,1,4,4562.00,1721.00,2841.00,0.8960,1896.00,50,1.5000,0.3770,0,0,0,0,0,Low,0.0000
712941483,1,51,F,4,Post-Graduate,Married,"$40K - $60K",Silver,43,1,3,3,3735.00,0.00,3735.00,0.7620,6826.00,61,0.8480,0.0000,0,1,0,1,1,NULL,2.0000
712942308,0,42,M,3,Doctorate,Single,"$60K - $80K",Blue,36,6,1,3,11535.00,1527.00,10008.00,0.6640,3730.00,67,0.7180,0.1320,0,1,0,0,1,"Very Low",1.0000
712943508,0,48,F,5,Graduate,Married,"Less than $40K",Blue,36,5,3,0,6921.00,1023.00,5898.00,0.8160,4608.00,79,0.9270,0.1480,0,0,0,1,0,"Very Low",1.0000
712947333,1,54,F,4,Unknown,Married,"Less than $40K",Blue,43,3,3,0,5139.00,0.00,5139.00,0.3300,1653.00,44,0.6920,0.0000,0,1,0,1,1,NULL,2.0000
712948383,0,48,M,4,Graduate,Married,"$60K - $80K",Gold,36,1,6,1,34516.00,0.00,34516.00,0.7200,7396.00,100,0.5620,0.0000,0,1,1,1,1,NULL,2.0000
712949733,0,46,M,5,"High School",Single,"$40K - $60K",Blue,37,3,2,3,6340.00,1985.00,4355.00,0.4030,3536.00,61,0.4190,0.3130,0,1,0,0,1,Low,1.0000
712950783,1,48,F,4,Uneducated,Married,"Less than $40K",Blue,38,3,2,3,2732.00,0.00,2732.00,0.7600,739.00,16,0.4550,0.0000,0,1,0,0,1,NULL,1.0000
712952283,0,50,M,3,Graduate,Married,"$120K +",Blue,35,1,1,2,34516.00,1638.00,32878.00,0.7610,14474.00,121,0.8330,0.0470,0,1,0,0,1,"Very Low",1.0000
712953483,1,64,F,0,Graduate,Single,"Less than $40K",Blue,36,1,3,4,1682.00,0.00,1682.00,0.7500,1811.00,39,0.5000,0.0000,0,1,0,1,1,NULL,2.0000
712955433,0,36,F,4,Uneducated,Unknown,"$40K - $60K",Blue,16,1,2,2,4370.00,1222.00,3148.00,0.6480,7223.00,90,0.5520,0.2800,0,1,0,0,1,Low,1.0000
712960308,0,33,F,2,"High School",Single,"Less than $40K",Blue,36,4,1,1,8070.00,2350.00,5720.00,1.0300,2117.00,61,0.6490,0.2910,0,0,0,0,0,Low,0.0000
712961658,0,45,F,4,Uneducated,Married,"Less than $40K",Blue,32,1,1,1,3335.00,2238.00,1097.00,0.6440,5321.00,78,0.9500,0.6710,0,1,0,0,1,Medium,1.0000
712965183,0,63,F,2,Graduate,Married,"Less than $40K",Blue,52,5,2,3,2689.00,2101.00,588.00,0.4160,1188.00,35,0.7500,0.7810,0,1,0,0,1,Medium,1.0000
712966458,0,51,M,0,Unknown,Married,"$80K - $120K",Blue,36,3,2,3,8065.00,0.00,8065.00,0.7290,14807.00,115,0.7690,0.0000,0,1,0,0,1,NULL,1.0000
712967508,0,47,M,3,Doctorate,Unknown,"$60K - $80K",Blue,36,4,1,2,2572.00,1093.00,1479.00,0.6150,5038.00,86,0.8300,0.4250,0,1,0,0,1,Low,1.0000
712968708,0,55,F,1,"High School",Single,"$40K - $60K",Blue,47,2,3,1,2343.00,1780.00,563.00,0.7920,5167.00,78,0.7730,0.7600,0,1,0,1,1,Medium,2.0000
712971708,0,43,F,5,Unknown,Single,"Less than $40K",Blue,26,6,0,3,3139.00,1089.00,2050.00,1.0340,4648.00,80,0.7780,0.3470,0,0,0,0,0,Low,0.0000
712973733,0,58,M,4,Graduate,Married,"$60K - $80K",Blue,36,3,2,2,14607.00,1480.00,13127.00,0.3460,1393.00,38,0.4620,0.1010,0,1,0,0,1,"Very Low",1.0000
712974558,0,56,F,2,College,Single,"Less than $40K",Blue,43,1,3,1,5254.00,0.00,5254.00,0.6510,4546.00,89,0.7120,0.0000,0,1,0,1,1,NULL,2.0000
712977183,0,57,F,2,Uneducated,Single,"$40K - $60K",Silver,36,6,3,0,19482.00,1072.00,18410.00,0.7060,1421.00,22,1.4440,0.0550,0,1,0,1,1,"Very Low",2.0000
712979133,1,55,M,4,"High School",Married,"$80K - $120K",Blue,41,2,2,2,27560.00,900.00,26660.00,1.0310,646.00,10,0.2500,0.0330,0,0,0,0,0,"Very Low",0.0000
712980333,0,33,M,3,Graduate,Divorced,"$60K - $80K",Blue,36,6,3,3,24149.00,1848.00,22301.00,0.7310,2584.00,66,0.8330,0.0770,0,1,0,1,1,"Very Low",2.0000
712981383,0,44,F,4,College,Married,"Less than $40K",Silver,37,3,2,2,10790.00,1930.00,8860.00,0.7500,1052.00,16,1.2860,0.1790,0,1,0,0,1,"Very Low",1.0000
712982808,1,47,M,2,Doctorate,Divorced,"$80K - $120K",Blue,32,1,3,3,1438.30,0.00,1438.30,0.4540,2388.00,42,0.5000,0.0000,0,1,0,1,1,NULL,2.0000
712984983,0,43,F,2,Unknown,Married,"Less than $40K",Blue,30,1,3,2,2248.00,1853.00,395.00,0.6660,7739.00,101,0.9060,0.8240,1,1,0,1,1,High,2.0000
712986483,0,32,M,3,College,Unknown,"$80K - $120K",Blue,36,3,5,2,15412.00,0.00,15412.00,0.5890,3993.00,73,0.6590,0.0000,0,1,1,1,1,NULL,2.0000
712987608,0,51,F,2,Doctorate,Single,"Less than $40K",Blue,40,3,3,3,1438.30,1153.00,285.30,0.8660,4263.00,84,0.9090,0.8020,1,0,0,1,0,High,1.0000
712988958,0,42,M,4,Graduate,Single,"$60K - $80K",Blue,33,5,2,0,2021.00,1731.00,290.00,0.9860,3253.00,62,0.7220,0.8570,1,0,0,0,0,High,0.0000
712990458,0,44,F,3,Graduate,Married,Unknown,Silver,34,2,2,1,31699.00,1976.00,29723.00,0.8110,13653.00,113,0.6870,0.0620,0,0,0,0,0,"Very Low",0.0000
712991808,0,53,M,2,Uneducated,Married,"$60K - $80K",Blue,48,2,5,1,2451.00,1690.00,761.00,1.3230,1596.00,26,1.6000,0.6900,0,0,1,1,0,Medium,1.0000
712993008,0,58,F,1,Unknown,Single,"Less than $40K",Blue,48,4,3,1,3819.00,1882.00,1937.00,0.8090,4533.00,68,0.8890,0.4930,0,0,0,1,0,Low,1.0000
712996833,0,40,F,1,"High School",Married,Unknown,Blue,33,4,2,2,2392.00,1129.00,1263.00,0.6950,4309.00,86,0.7200,0.4720,0,1,0,0,1,Low,1.0000
712998033,1,37,M,3,"High School",Single,"$120K +",Blue,36,3,2,2,7361.00,0.00,7361.00,0.5900,2109.00,44,0.5710,0.0000,0,1,0,0,1,NULL,1.0000
712999008,0,40,F,3,Graduate,Single,"Less than $40K",Blue,33,3,1,1,2628.00,1771.00,857.00,0.7880,4316.00,72,0.6000,0.6740,0,1,0,0,1,Medium,1.0000
713000058,0,51,F,3,Graduate,Married,"$40K - $60K",Silver,44,4,2,3,16406.00,0.00,16406.00,0.6270,4075.00,75,0.6300,0.0000,0,1,0,0,1,NULL,1.0000
713003358,1,40,M,3,Graduate,Single,"$80K - $120K",Blue,30,2,2,2,29338.00,159.00,29179.00,1.0170,4983.00,40,0.3790,0.0050,0,0,0,0,0,"Very Low",0.0000
713004933,1,40,M,3,"High School",Married,"$60K - $80K",Blue,27,3,2,1,6813.00,2332.00,4481.00,0.5800,2634.00,51,0.3780,0.3420,0,1,0,0,1,Low,1.0000
713005908,0,47,F,2,Graduate,Married,"$40K - $60K",Blue,36,5,2,3,2255.00,1733.00,522.00,0.9030,4772.00,83,0.7290,0.7690,0,0,0,0,0,Medium,0.0000
713008308,0,59,F,0,Unknown,Married,"Less than $40K",Blue,47,5,3,2,7692.00,1678.00,6014.00,1.4230,1861.00,42,0.5000,0.2180,0,0,0,1,0,Low,1.0000
713009208,0,54,F,3,Graduate,Single,"Less than $40K",Blue,44,3,2,3,2077.00,1634.00,443.00,0.7710,4292.00,66,0.8330,0.7870,0,1,0,0,1,Medium,1.0000
713010483,0,43,F,3,Graduate,Married,"$40K - $60K",Blue,36,6,1,3,2936.00,2379.00,557.00,0.6940,1572.00,57,0.6760,0.8100,1,1,0,0,1,High,1.0000
713011683,1,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239.00,0.00,11239.00,0.3200,2055.00,43,0.1620,0.0000,0,1,0,0,1,NULL,1.0000
713013483,0,40,F,4,Graduate,Divorced,"Less than $40K",Blue,36,5,3,3,1438.30,915.00,523.30,0.4640,3754.00,58,0.6110,0.6360,0,1,0,1,1,Medium,2.0000
713014533,0,54,F,3,Unknown,Single,"$40K - $60K",Blue,43,6,3,4,5632.00,1596.00,4036.00,0.9510,3557.00,64,1.0650,0.2830,0,0,0,1,0,Low,1.0000
713015433,0,50,F,4,Unknown,Married,"Less than $40K",Blue,36,2,4,3,2407.00,1102.00,1305.00,0.7360,4543.00,71,0.7750,0.4580,0,1,1,1,1,Low,2.0000
713016633,0,47,M,3,"High School",Single,"$60K - $80K",Blue,36,4,3,2,5344.00,1582.00,3762.00,0.5370,1984.00,36,1.0000,0.2960,0,1,0,1,1,Low,2.0000
713017758,0,47,F,1,Uneducated,Single,"Less than $40K",Blue,32,6,2,2,1636.00,1135.00,501.00,0.7540,5056.00,85,0.8090,0.6940,0,1,0,0,1,Medium,1.0000
713019783,0,41,F,3,"High School",Married,"$40K - $60K",Blue,35,3,3,3,2644.00,1794.00,850.00,0.8630,4081.00,72,0.8000,0.6790,0,0,0,1,0,Medium,1.0000
713021208,1,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516.00,0.00,34516.00,0.3990,1353.00,40,0.2120,0.0000,0,1,0,1,1,NULL,2.0000
713023158,0,39,F,2,College,Married,"$40K - $60K",Blue,31,3,1,2,2901.00,2143.00,758.00,0.9480,4239.00,78,0.7330,0.7390,0,0,0,0,0,Medium,0.0000
713025558,1,53,F,5,Doctorate,Single,"Less than $40K",Blue,38,3,2,3,1438.30,0.00,1438.30,0.3670,1935.00,47,0.4690,0.0000,0,1,0,0,1,NULL,1.0000
713027058,1,46,F,4,Doctorate,Single,"Less than $40K",Blue,36,2,2,3,2292.00,0.00,2292.00,0.5680,2595.00,31,0.4090,0.0000,0,1,0,0,1,NULL,1.0000
713029683,0,64,M,0,Graduate,Single,"Less than $40K",Blue,36,5,4,1,1873.00,468.00,1405.00,1.1540,4738.00,82,0.6080,0.2500,0,0,1,1,0,Low,1.0000
713030958,0,57,F,2,College,Married,"Less than $40K",Blue,44,6,3,2,3914.00,0.00,3914.00,0.5240,1964.00,54,0.8000,0.0000,0,1,0,1,1,NULL,2.0000
713032233,0,53,F,2,Graduate,Single,"Less than $40K",Blue,36,5,1,4,2708.00,2271.00,437.00,0.6100,4812.00,83,0.7660,0.8390,1,1,0,0,1,High,1.0000
713036208,0,46,M,1,Graduate,Married,"$40K - $60K",Blue,27,2,2,2,6903.00,2091.00,4812.00,0.9190,15751.00,107,0.9110,0.3030,0,0,0,0,0,Low,0.0000
713037333,0,63,M,1,Graduate,Single,"$80K - $120K",Blue,55,6,1,2,21430.00,0.00,21430.00,0.5110,3561.00,57,0.6760,0.0000,0,1,0,0,1,NULL,1.0000
713039808,0,45,M,4,College,Married,"Less than $40K",Blue,32,3,2,1,6637.00,0.00,6637.00,0.6750,1801.00,48,0.6000,0.0000,0,1,0,0,1,NULL,1.0000
713041683,1,55,M,2,Graduate,Married,"$120K +",Blue,36,3,2,4,4697.00,0.00,4697.00,0.5440,1867.00,34,0.4780,0.0000,0,1,0,0,1,NULL,1.0000
713043183,0,61,M,0,"High School",Single,"$40K - $60K",Blue,48,3,2,4,2572.00,1969.00,603.00,0.6440,4313.00,84,0.7870,0.7660,0,1,0,0,1,Medium,1.0000
713047608,1,40,F,2,College,Unknown,"Less than $40K",Blue,36,6,1,3,2387.00,2013.00,374.00,0.4490,2134.00,41,0.9520,0.8430,1,1,0,0,1,High,1.0000
713048733,0,50,M,2,Uneducated,Married,"$120K +",Blue,40,3,1,1,34516.00,1871.00,32645.00,0.3560,4054.00,75,0.3640,0.0540,0,1,0,0,1,"Very Low",1.0000
713049933,0,65,F,1,"High School",Married,Unknown,Blue,36,5,2,2,5756.00,0.00,5756.00,1.0460,2144.00,44,0.6300,0.0000,0,0,0,0,0,NULL,0.0000
713053383,1,42,M,3,Graduate,Married,"$80K - $120K",Blue,36,1,1,3,34516.00,781.00,33735.00,0.8030,853.00,12,0.0910,0.0230,0,0,0,0,0,"Very Low",0.0000
713056083,0,52,M,2,"High School",Single,"$120K +",Blue,46,4,2,4,34516.00,0.00,34516.00,0.7750,4037.00,87,0.7060,0.0000,0,1,0,0,1,NULL,1.0000
713057658,0,48,F,3,Unknown,Divorced,"Less than $40K",Blue,36,5,1,4,3968.00,935.00,3033.00,0.6490,4128.00,72,0.6740,0.2360,0,1,0,0,1,Low,1.0000
713058858,1,54,F,2,Graduate,Unknown,"Less than $40K",Blue,46,5,3,2,1695.00,913.00,782.00,0.4490,2130.00,48,0.5000,0.5390,0,1,0,1,1,Medium,2.0000
713060283,0,43,F,5,Graduate,Married,"$40K - $60K",Blue,34,5,1,3,7135.00,1164.00,5971.00,1.1270,3746.00,81,1.1890,0.1630,0,0,0,0,0,"Very Low",0.0000
713061558,0,44,M,2,Graduate,Married,"$40K - $60K",Blue,36,3,1,2,4010.00,1247.00,2763.00,1.3760,1088.00,24,0.8460,0.3110,0,0,0,0,0,Low,0.0000
713063958,0,51,M,1,Graduate,Single,"$80K - $120K",Blue,39,1,1,3,7562.00,1080.00,6482.00,0.5610,5010.00,85,0.7000,0.1430,0,1,0,0,1,"Very Low",1.0000
713064783,0,60,F,1,Unknown,Unknown,"$40K - $60K",Blue,48,3,3,4,5362.00,2057.00,3305.00,0.7630,4205.00,83,0.7660,0.3840,0,1,0,1,1,Low,2.0000
713067033,0,37,M,2,Uneducated,Single,Unknown,Blue,28,5,3,3,7147.00,1424.00,5723.00,0.8210,2539.00,50,1.2730,0.1990,0,0,0,1,0,"Very Low",1.0000
713068833,0,44,F,3,Uneducated,Single,"Less than $40K",Blue,32,2,2,1,1438.30,894.00,544.30,0.7620,4687.00,85,0.9320,0.6220,0,1,0,0,1,Medium,1.0000
713070033,0,56,F,2,Graduate,Single,"Less than $40K",Blue,43,5,3,2,1438.30,787.00,651.30,0.7370,4830.00,79,0.7560,0.5470,0,1,0,1,1,Medium,2.0000
713071383,0,54,F,1,Unknown,Single,Unknown,Blue,36,1,3,3,3723.00,1728.00,1995.00,0.5950,8554.00,99,0.6780,0.4640,0,1,0,1,1,Low,2.0000
713072358,0,42,M,2,Graduate,Married,"$80K - $120K",Silver,31,2,1,3,34516.00,1356.00,33160.00,0.7100,12878.00,104,0.8250,0.0390,0,1,0,0,1,"Very Low",1.0000
713075283,0,51,M,3,"High School",Single,"$120K +",Blue,36,5,1,4,20741.00,2504.00,18237.00,0.8000,1818.00,51,1.0400,0.1210,0,0,0,0,0,"Very Low",0.0000
713079108,0,51,F,0,Graduate,Married,"Less than $40K",Blue,42,5,3,2,1858.00,925.00,933.00,1.0560,3660.00,72,0.6000,0.4980,0,0,0,1,0,Low,1.0000
713081583,0,51,F,4,Unknown,Married,"Less than $40K",Blue,32,2,2,3,2350.00,1272.00,1078.00,0.8730,4647.00,86,0.9110,0.5410,0,0,0,0,0,Medium,0.0000
713082708,0,41,F,2,"High School",Married,"Less than $40K",Blue,36,6,2,2,4953.00,991.00,3962.00,0.3420,4183.00,67,0.4890,0.2000,0,1,0,0,1,"Very Low",1.0000
713084208,1,43,M,4,College,Married,"$40K - $60K",Blue,32,6,3,3,4373.00,0.00,4373.00,0.6230,2397.00,46,0.4840,0.0000,0,1,0,1,1,NULL,2.0000
713086008,0,58,F,3,"High School",Married,"Less than $40K",Blue,47,6,1,0,2609.00,2439.00,170.00,1.2690,1731.00,34,1.8330,0.9350,1,0,0,0,0,High,0.0000
713086908,0,26,M,0,"High School",Single,"$40K - $60K",Blue,36,5,2,2,2212.00,1670.00,542.00,0.7770,2520.00,51,0.5450,0.7550,0,1,0,0,1,Medium,1.0000
713087958,0,53,M,4,"High School",Divorced,"$120K +",Blue,36,3,3,2,34516.00,1337.00,33179.00,0.7040,7919.00,85,0.6350,0.0390,0,1,0,1,1,"Very Low",2.0000
713089458,0,44,M,1,"High School",Married,"Less than $40K",Blue,33,5,2,2,6130.00,808.00,5322.00,0.7470,3411.00,78,0.5920,0.1320,0,1,0,0,1,"Very Low",1.0000
713090658,0,58,F,2,Uneducated,Single,Unknown,Blue,44,1,2,2,2599.00,1407.00,1192.00,0.7270,8061.00,98,0.5310,0.5410,0,1,0,0,1,Medium,1.0000
713094483,0,43,F,3,Unknown,Married,"$40K - $60K",Blue,32,3,2,4,4391.00,0.00,4391.00,0.7570,4741.00,78,0.8140,0.0000,0,1,0,0,1,NULL,1.0000
713095533,0,44,F,4,"High School",Divorced,"Less than $40K",Blue,36,5,3,3,2333.00,1485.00,848.00,0.6920,1198.00,31,0.7220,0.6370,0,1,0,1,1,Medium,2.0000
713096583,1,40,F,1,"High School",Single,"Less than $40K",Blue,36,4,3,2,1438.30,544.00,894.30,0.5430,2294.00,40,0.7390,0.3780,0,1,0,1,1,Low,2.0000
713101383,0,44,F,2,Unknown,Married,"$40K - $60K",Blue,36,1,1,1,1834.00,0.00,1834.00,0.6180,5402.00,87,0.6110,0.0000,0,1,0,0,1,NULL,1.0000
713102733,0,38,F,3,Graduate,Single,"Less than $40K",Gold,31,2,3,2,15987.00,1766.00,14221.00,0.7910,8195.00,94,0.6790,0.1100,0,1,0,1,1,"Very Low",2.0000
713104458,1,46,M,2,Graduate,Single,"$40K - $60K",Blue,31,3,3,5,7869.00,0.00,7869.00,0.6920,998.00,25,0.5620,0.0000,0,1,0,1,1,NULL,2.0000
713105508,0,46,M,3,"High School",Single,"$60K - $80K",Silver,29,4,3,3,34516.00,2040.00,32476.00,0.7640,3754.00,53,1.0380,0.0590,0,1,0,1,1,"Very Low",2.0000
713108433,0,53,M,3,College,Married,"$80K - $120K",Blue,40,4,4,4,6052.00,1720.00,4332.00,0.6830,1476.00,37,0.4230,0.2840,0,1,1,1,1,Low,2.0000
713110908,0,30,M,1,Unknown,Married,"Less than $40K",Blue,13,3,6,5,2607.00,1966.00,641.00,0.6500,1719.00,45,0.6070,0.7540,0,1,1,1,1,Medium,2.0000
713111883,0,51,M,1,Unknown,Married,"$120K +",Blue,31,5,1,2,25837.00,1812.00,24025.00,0.6860,3783.00,70,0.7500,0.0700,0,1,0,0,1,"Very Low",1.0000
713114133,1,42,F,2,Uneducated,Single,"Less than $40K",Blue,23,4,2,3,1443.00,0.00,1443.00,0.5290,2092.00,38,0.3100,0.0000,0,1,0,0,1,NULL,1.0000
713115483,1,44,F,3,Uneducated,Married,"Less than $40K",Blue,36,6,3,3,1684.00,0.00,1684.00,0.5570,2275.00,45,0.6070,0.0000,0,1,0,1,1,NULL,2.0000
713118183,0,31,M,1,Unknown,Married,"$40K - $60K",Blue,23,5,1,2,13427.00,1562.00,11865.00,0.5370,13117.00,108,0.7140,0.1160,0,1,0,0,1,"Very Low",1.0000
713119308,0,50,F,3,Unknown,Single,"Less than $40K",Blue,39,4,4,3,1852.00,0.00,1852.00,0.8010,4339.00,82,0.7830,0.0000,0,0,1,1,0,NULL,1.0000
713120433,0,55,F,2,"High School",Married,"$40K - $60K",Blue,42,2,2,3,5431.00,2007.00,3424.00,0.6610,4569.00,82,0.6080,0.3700,0,1,0,0,1,Low,1.0000
713121408,0,38,M,3,College,Married,"$80K - $120K",Blue,30,5,3,2,3976.00,1667.00,2309.00,0.9290,4372.00,69,0.6830,0.4190,0,0,0,1,0,Low,1.0000
713124558,0,43,F,2,Graduate,Married,Unknown,Blue,34,6,1,4,7210.00,782.00,6428.00,0.7330,4249.00,75,0.5000,0.1080,0,1,0,0,1,"Very Low",1.0000
713126733,0,56,M,3,College,Married,"$120K +",Blue,43,6,2,2,17539.00,2517.00,15022.00,0.7430,1220.00,30,0.7650,0.1440,0,1,0,0,1,"Very Low",1.0000
713127708,0,38,F,0,Uneducated,Married,"Less than $40K",Blue,26,5,1,4,2230.00,0.00,2230.00,0.8960,3766.00,63,0.9090,0.0000,0,0,0,0,0,NULL,0.0000
713128833,0,49,M,2,Unknown,Unknown,"$60K - $80K",Blue,36,5,3,2,6511.00,1790.00,4721.00,0.3970,1478.00,38,0.2670,0.2750,0,1,0,1,1,Low,2.0000
713131158,1,58,M,2,Uneducated,Single,"$80K - $120K",Blue,46,1,3,1,10286.00,0.00,10286.00,0.9080,8199.00,59,0.9030,0.0000,0,0,0,1,0,NULL,1.0000
713132133,0,54,F,1,Unknown,Married,"Less than $40K",Blue,39,3,2,4,2720.00,1694.00,1026.00,0.8430,5103.00,81,0.7610,0.6230,0,0,0,0,0,Medium,0.0000
713133258,0,38,M,3,Unknown,Single,"$80K - $120K",Silver,36,2,2,3,34516.00,2008.00,32508.00,0.8580,8872.00,86,0.5930,0.0580,0,0,0,0,0,"Very Low",0.0000
713134458,0,54,M,3,"High School",Married,"$120K +",Blue,43,4,1,1,13219.00,0.00,13219.00,0.5760,1097.00,24,0.5000,0.0000,0,1,0,0,1,NULL,1.0000
713135883,0,65,F,0,"High School",Married,Unknown,Blue,53,4,3,0,4315.00,717.00,3598.00,0.8080,1723.00,51,0.5000,0.1660,0,0,0,1,0,"Very Low",1.0000
713137233,0,41,M,2,"High School",Single,"$80K - $120K",Blue,28,4,3,0,27756.00,1789.00,25967.00,0.7500,994.00,24,0.8460,0.0640,0,1,0,1,1,"Very Low",2.0000
713138433,0,50,M,3,Graduate,Single,"$60K - $80K",Blue,42,4,2,3,14782.00,1020.00,13762.00,0.6830,3206.00,54,0.8000,0.0690,0,1,0,0,1,"Very Low",1.0000
713144208,1,51,F,0,"High School",Married,Unknown,Blue,42,1,4,4,9989.00,568.00,9421.00,0.5200,2053.00,49,0.4850,0.0570,0,1,1,1,1,"Very Low",2.0000
